"species","trait","class","pct"
"Tomocerus minor","reproduction","sexual",100
"Tomocerus minor","scales","absent",0
"Tomocerus minor","scales","present",100
"Tomocerus vulgaris","body_shape","cylindrical",100
"Tomocerus vulgaris","body_shape","spherical",0
"Tomocerus vulgaris","furca","absent",0
"Tomocerus vulgaris","furca","present",100
"Tomocerus vulgaris","ocelli","1_3",0
"Tomocerus vulgaris","ocelli","4_7",100
"Tomocerus vulgaris","ocelli","8",0
"Tomocerus vulgaris","ocelli","absent",0
"Tomocerus vulgaris","pigmentation","absent",0
"Tomocerus vulgaris","pigmentation","present",100
"Tomocerus vulgaris","reproduction","asexual",0
"Tomocerus vulgaris","reproduction","sexual",100
"Tomocerus vulgaris","scales","absent",0
"Tomocerus vulgaris","scales","present",100
"Triacanthella intermedia","body_shape","cylindrical",100
"Triacanthella intermedia","body_shape","spherical",0
"Triacanthella intermedia","ocelli","1_3",0
"Triacanthella intermedia","ocelli","4_7",0
"Triacanthella intermedia","ocelli","8",100
"Triacanthella intermedia","ocelli","absent",0
"Triacanthella intermedia","pigmentation","absent",0
"Triacanthella intermedia","pigmentation","present",100
"Triacanthella intermedia","post_antennal_organ","absent",0
"Triacanthella intermedia","post_antennal_organ","present",100
"Triacanthella intermedia","reproduction","asexual",50
"Triacanthella intermedia","reproduction","sexual",50
"Triacanthella intermedia","scales","absent",100
"Triacanthella intermedia","scales","present",0
"Willemia denisi","body_shape","cylindrical",100
"Willemia denisi","body_shape","spherical",0
"Willemia denisi","furca","absent",100
"Willemia denisi","furca","present",0
"Willemia denisi","ocelli","1_3",0
"Willemia denisi","ocelli","4_7",0
"Willemia denisi","ocelli","8",0
"Willemia denisi","ocelli","absent",100
"Willemia denisi","pigmentation","absent",100
"Willemia denisi","pigmentation","present",0
"Willemia denisi","post_antennal_organ","absent",0
"Willemia denisi","post_antennal_organ","present",100
"Willemia denisi","scales","absent",100
"Willemia denisi","scales","present",0
"Willemia intermedia","body_shape","cylindrical",100
"Willemia intermedia","body_shape","spherical",0
"Willemia intermedia","furca","absent",100
"Willemia intermedia","furca","present",0
"Willemia intermedia","ocelli","1_3",0
"Willemia intermedia","ocelli","4_7",0
"Willemia intermedia","ocelli","8",0
"Willemia intermedia","ocelli","absent",100
"Willemia intermedia","pigmentation","absent",100
"Willemia intermedia","pigmentation","present",0
"Willemia intermedia","post_antennal_organ","absent",0
"Willemia intermedia","post_antennal_organ","present",100
"Willemia intermedia","scales","absent",100
"Willemia intermedia","scales","present",0
"Willemia scandinavica","body_shape","cylindrical",100
"Willemia scandinavica","body_shape","spherical",0
"Willemia scandinavica","furca","absent",100
"Willemia scandinavica","furca","present",0
"Willemia scandinavica","ocelli","1_3",0
"Willemia scandinavica","ocelli","4_7",0
"Willemia scandinavica","ocelli","8",0
"Willemia scandinavica","ocelli","absent",100
"Willemia scandinavica","pigmentation","absent",100
"Willemia scandinavica","pigmentation","present",0
"Willemia scandinavica","post_antennal_organ","absent",0
"Willemia scandinavica","post_antennal_organ","present",100
"Willemia scandinavica","reproduction","asexual",100
"Willemia scandinavica","reproduction","sexual",0
"Willemia scandinavica","scales","absent",100
"Willemia scandinavica","scales","present",0
"Xenylla humicola","body_shape","cylindrical",100
"Xenylla humicola","body_shape","spherical",0
"Xenylla humicola","furca","absent",0
"Xenylla humicola","furca","present",100
"Xenylla humicola","ocelli","1_3",0
"Xenylla humicola","ocelli","4_7",100
"Xenylla humicola","ocelli","8",0
"Xenylla humicola","ocelli","absent",0
"Xenylla humicola","pigmentation","absent",0
"Xenylla humicola","pigmentation","present",100
"Xenylla humicola","post_antennal_organ","absent",100
"Xenylla humicola","post_antennal_organ","present",0
"Xenylla humicola","reproduction","asexual",0
"Xenylla humicola","reproduction","sexual",100
"Xenylla humicola","scales","absent",100
"Xenylla humicola","scales","present",0
"Xenylla tullbergi","body_shape","cylindrical",100
"Xenylla tullbergi","body_shape","spherical",0
"Xenylla tullbergi","furca","absent",0
"Xenylla tullbergi","furca","present",100
"Xenylla tullbergi","ocelli","1_3",0
"Xenylla tullbergi","ocelli","4_7",100
"Xenylla tullbergi","ocelli","8",0
"Xenylla tullbergi","ocelli","absent",0
"Xenylla tullbergi","pigmentation","absent",0
"Xenylla tullbergi","pigmentation","present",100
"Xenylla tullbergi","post_antennal_organ","absent",100
"Xenylla tullbergi","post_antennal_organ","present",0
"Xenylla tullbergi","scales","absent",100
"Xenylla tullbergi","scales","present",0
"Xenylla welchi","body_shape","cylindrical",100
"Xenylla welchi","body_shape","spherical",0
"Xenylla welchi","ocelli","1_3",0
"Xenylla welchi","ocelli","4_7",100
"Xenylla welchi","ocelli","8",0
"Xenylla welchi","ocelli","absent",0
"Xenylla welchi","pigmentation","absent",0
"Xenylla welchi","pigmentation","present",100
"Xenylla welchi","post_antennal_organ","absent",0
"Xenylla welchi","post_antennal_organ","present",100
"Xenylla welchi","reproduction","asexual",0
"Xenylla welchi","reproduction","sexual",100
"Xenylla welchi","scales","absent",100
"Xenylla welchi","scales","present",0
"Xenyllodes armatus","body_shape","cylindrical",100
"Xenyllodes armatus","body_shape","spherical",0
"Xenyllodes armatus","furca","absent",0
"Xenyllodes armatus","furca","present",100
"Xenyllodes armatus","ocelli","1_3",0
"Xenyllodes armatus","ocelli","4_7",100
"Xenyllodes armatus","ocelli","8",0
"Xenyllodes armatus","ocelli","absent",0
"Xenyllodes armatus","pigmentation","absent",0
"Xenyllodes armatus","pigmentation","present",100
"Xenyllodes armatus","post_antennal_organ","absent",100
"Xenyllodes armatus","post_antennal_organ","present",0
"Xenyllodes armatus","reproduction","asexual",50
"Xenyllodes armatus","reproduction","sexual",50
"Xenyllodes armatus","scales","absent",100
"Xenyllodes armatus","scales","present",0
